Text,class,label
আপনার এক্টিং স্কিল জঘন্য বললেও ভুল হবে। এতো খারাপ এক্টিং দিয়েও কিভাবে মিডিয়ায় আছেন কে জানে। সম্ভবত অনিমেষ আইচকে ব্যবহার করেই তার নাটকে চান্স পেতেন। ,Celebrity,dishonour
"নাটকের মডেল হয়ে এই অবস্হা,, বড় পর্দার নায়িকা হলে,কিভাবে দেখা যেত কি জানি",Celebrity,dishonour
দুধ গুলো যদি টিপতে পারতাম,Celebrity,Sexual
কে কে খেতে চাও এই জিনিস টাকে,Celebrity,dishonour
"আর একটু বাকি আছে, পুরা কাপর খুলে দেখানোর পালা, এগুলো কি,,",Celebrity,dishonour
"আরও, আরও খুলে খুলে ছবি তুলতে হবে! না জনপ্রিয়তা বাড়বে না",Celebrity,dishonour
এতো খারাপ কমেন্টস দেখার পরও উনাদের কিভাবে রুচি হয় একি ধরনের ছবি পোস্ট করতে?!,Celebrity,dishonour
"আরো লেংটা হও, জাতি দেখে মজা পায় না?",Celebrity,dishonour
মেয়েটা দিন দিন এমন উদাম হয়ে যাচ্ছে কেন!,Celebrity,dishonour
আহারে যৌবনের জ্বালায় কাপর পরে থাকতে পারছে না। কেউ আগুন নিভিয়ে দিয়ে আসো,Celebrity,dishonour
ওটা দাঁড় করায় দিসো খোলা শরীর দেখায়ে। এখন শান্ত করো,Celebrity,Sexual
ভাবনার কাপড় দিন দিন ছোট হয়ে যাচ্ছে। মনে হচ্ছে কিছু দিন পরে থাকবেই না পরনে কাপড়।,Celebrity,dishonour
সময় থাকতে ভালো হয়,Celebrity,positive
এইটা কোন টাইপ ব্রেসিয়ার ?,Celebrity,dishonour
পর্নস্টার হই যাইবো লাগে,Celebrity,dishonour
কাঁপতেসিল কতক্ষণ ধরে। আহ,Celebrity,dishonour
কোন ভদ্র ঘরের মেয়ে এরকম হতে পারে না ছি ছি ছি,Polotical,dishonour
তোমার নিচের টা দেখতে চাই,Celebrity,Sexual
সত্যিই তো তুমি অনেক সেক্সি,Celebrity,Sexual
তুমি এগুলা দেখাই নিজেকে কি সেক্সি বেইশ্যা দাবী করতাছো,Celebrity,dishonour
সুপার বিউটিফুল তুমি,Celebrity,positive
আমি সত্যিই দিন দিন তোমার প্রেমে পড়ে যাচ্ছি,Celebrity,positive
অবাক একটু পাছা থাকলে কি লাগতে,Celebrity,dishonour
ও আল্লাহ আমার রাতের ঘুম গেলো,Celebrity,dishonour
"আচ্ছা তোমার তেলের পিঠা, দেখাবা",Celebrity,dishonour
"এতদিনের সবাই বাদ,তুমিই আমাদের বাংলার সানি লিওন। ",Celebrity,dishonour
ইশ যদি পাইতাম,Celebrity,Sexual
এটা কীভাবে খুলতে হয়?,Celebrity,dishonour
"আচ্ছা সওয়াব বা পুণ্য যা বলি না কেন, কিছু কি হচ্ছে এসব শরীর দেখিয়ে?",Celebrity,positive
এর চাইতে ময়ূরী মুনমুন অনেক ভালো ছিল,Celebrity,dishonour
"ব্রা দেখে খুবই ভালো লাগলো,ওফফপ",Celebrity,dishonour
বাংলার ১২ ভাতারি ওরফে বাংলালিয়ন,Celebrity,dishonour
"সেক্সী,হটি ওয়াও",Celebrity,dishonour
"বাংলাদেশেও এমন নোংরা পোশাক এর পচলন হচ্ছে ,আল্লাহ হয় হেদায়াত দাও নাহ ধংশ করে দাও",Religious,positive
হাত মারবো এখন,Celebrity,dishonour
বাংলাদেশের জাতীয় মাগী,Celebrity,Sexual
কোন হোটেল এ কাম করিস,Celebrity,dishonour
জ্বালা ধরে গেছে শরীর এ?,Celebrity,dishonour
তোমরা নগ্ন হলে তোমাদের প্রতি সবাই বা বা করবে।কারণ যারা দেখে না দেখার ভ্যান করে তাঁরাই বিছানার সঙ্গী। এটা এখন ভ্যাবিচারের দেশে পরিনত।,Celebrity,dishonour
দেখতে এখন এই রকম উদলা না হলে নাটকে কাজ করতে পারবেনা তাই হইচে সামনের দিনগুলো তে কিবিনি পরে আসবে এটাই কামনা করি,Celebrity,dishonour
মিয়া খলিফার শিষ্য,Celebrity,dishonour
তোরে খানকিদের দালাল মাগী বলে না সেটা সভাপতি দিলে সুন্দর মানাতো মাগী,Celebrity,Sexual
নাটকের শিল্পীরা এখন বিধর্মীর সাথে পাল্লা ধরে শরীর দেখানো শুরু করেছে ময়ুরী মুনমুনদের আর দরকার হবেনা এভাবে শরীর পরিবেশন করে ছেলেদের লাইক পাবে কমেন্ট পাবে কিন্তু ইজ্জত কখোনও পাবেনা ,Celebrity,dishonour
এই ছেরিটার বাচ্চা কাচ্চা হয় না কেন ? দিন দিন সে নির্লজ্জ হয়ে যাচ্ছে কেন ?,Celebrity,dishonour
"ওয়াও,,,নেকস্ট টাইম উইথ পেন্টি হবে, আশা করি...",Celebrity,dishonour
টাকা আর অহংকার যায় হয় আরকি,Celebrity,dishonour
আমরা সমালোচনা না করে এদের এড়িয়ে চলা শ্রেয় মনে করি।কারন ভাল খারাপ যা-ই বলেন এরা প্রশ্রয় পেয়ে এমন কাজ করে।আমি আনফলো করে শুরু করলাম।,Celebrity,dishonour
"পুরা খোলে দেখা, তাহলে আরো বেশি পপোলার হবি",Celebrity,dishonour
বাংলাদেশের নাটকের একে বারে বাজে মেয়ে সে,Celebrity,dishonour
এক সাহসী ও পরিশ্রমি নাট্যকার এবং খুব ভালো লেখক আশা করি আপনার নাটক মানুষের সামাজিক পরিবর্তন নিয়ে আসছে এবং আপনার লেখা বইগুলো মানুষের কাজে আসবে আপনার জন্য দোয়া ও শুভকামনা প্রিয় অভিনেত্রী,Celebrity,positive
এসব দেখার পর কোন পুরুষ স্বাভাবিক থাকতে পারে না।।।।।,Celebrity,dishonour
"রাতে যে কাপড় থাকে ই না,, তার একটি লক্ষন মাত্র",Celebrity,dishonour
আপু তুমি অনেক সেক্সি।,Celebrity,Sexual
সুন্দর রেখেছেন নিজেকে ।,Celebrity,positive
বিয়ে সাদি করতে হইবো না তোমার,Celebrity,dishonour
"নোংরা, এরা সমাজ টা কে শেষ করছে",Celebrity,dishonour
হিন্দু খাতায় নাম লিখাইলি,Celebrity,dishonour
আস্ত একটা মহিশ।,Celebrity,dishonour
প্রনস্টার হওয়ার জন্য মুখিয়ে আছেন তিনি,Celebrity,dishonour
"ভাইরে ভাই!!! মানসিক অবস্থা খারাপ থাকলে মানুষের রুচি যা হয়!!! একেক জনের কমেন্ট দেখলে, বুঝা যায় ভদ্রতা কাকে বলে!!!!",Celebrity,dishonour
বক্ষ জুগল এর এ অবস্থা কেন !!! পরি মারি ধর হয়ে চিপসে গেছে !!!,Celebrity,dishonour
"খালি হাতে কেন দিদি,,,, এক জোড়া শাঁখা পলা থাকলে তো আরো সুন্দর লাগতো,,,",Celebrity,dishonour
হালকা ঝুলে আছে যে,Celebrity,dishonour
কিরে বুঝলাম না মালের মাথায় সিদুর কেন,Celebrity,dishonour
তোমার পেট পাবলিকরে দেখাইতে এত্তোই ভাল্লাগে,Celebrity,dishonour
তুমি সেই জিনিস। তোমাকে দিয়ে মাল ফালাতে মজা লাগবে,Celebrity,Sexual
তারমানে বেগুন ঢুকে গেছে ভিতরে,Celebrity,Sexual
মাতারি তোকে আজকে খেলবো,Celebrity,Sexual
সত্যি আপু অনেক সুন্দর লাগে ,Celebrity,positive
"উফফ, হট বৌদি",Celebrity,Sexual
পুরাই আগুন জ্বালিয়ে দিল বুকে,Celebrity,Sexual
আপনাকে যতই দেখি ততই মুগ্ধ লাগে আপনি অন্য এক জগতের মানুষ ভালো লাগার মানুষ,Celebrity,positive
"মরার পরে আগুন দিয়া পুরানো উচিৎ।।। দিন দিন কত উন্নতি করছে সে,",Religious,positive
আপনি এতো গুলুগুলু ছোট বাচ্চার মত কিউট কেন হুম ,Celebrity,positive
এই মেয়েটা একটু বেশিই হট। কামড়াইতে মন চাই...,Celebrity,Sexual
"আহা তোমাকে দিয়ে খেলা হবে,,,, খেলা হবে।অনেক মজা হবে",Celebrity,Sexual
এতো সেকসি হইলে হয় মাথা ঠিক থাকে না,Celebrity,Sexual
বেয়াদব তুই,Celebrity,dishonour
তোমার অ্যাপেলের মতো লাল গাল দুটো আমার অনেক পছন্দ বিশেষ করে তোমার গালে পড়ার টোল। তোমার নেশায় ভরা চোখ তোমার আকৃষ্ট করার চাহনি সবকিছু অবলন আমার অনেক অনেক ভালো লাগে,Celebrity,dishonour
দারুণ লাগছে ..প্রাকৃতিক রুপে রুপসি তুমি,Celebrity,positive
"জালা বারাইয়া দিলা জান তুমি,চুদ্দে খুব মজা হবে",Celebrity,Sexual
বউদি হয়ে যাও আমরা একটু দেখি লাল সব কিছু থাকবে,Celebrity,dishonour
অপূর্ব লাগছে। সুন্দর,Celebrity,positive
এই সামিরার ড্রেসাপ কি জীবনেও ভালো হবে না,Celebrity,dishonour
আমি ভাবছিলাম আপনি মুসলিম সরি,Celebrity,dishonour
"বাপ মায়ে দেখে বলবে, আমার মাইয়া তো প্রচুর হট ",Celebrity,dishonour
কোমরের ভাঁজ ,Celebrity,Sexual
"অসাধারণ হইছে,কত্ত সুন্দর লাগছে আপনাকে",Political,positive
আহা দারুণ নেত্রী। দারুণ ,Political,positive
কি খেলা খেলছো তুমি আহ্ হা খেলতে থাকো... ,Political,positive
"তোমার প্রেমে পড়ে গেছি,সত্যি",Celebrity,positive
হেতি অন্য দেশে গিয়ে আগুন হয়ে গেছে ,Celebrity,dishonour
"তোমাকে দেখার জন্য ইন্সটা তে আসি।আমি মেয়ে হয়ে এই অবস্থা, তাহলে ছেলেদের অবস্থা কি",Celebrity,Sexual
তোমাকে দেখলেই আমার জনশক্তি বেড়ে যাই,Celebrity,dishonour
"ভাবনা তোমাকে অনেক অনেক বেশি ভালো লাগে, তুমি কল্পনাও করতে পারবে না তোমার কতবড় ফ্যান আমি",Celebrity,positive
অসভ্য একটা মহিলা,Political,dishonour
সিডিউস করতে মানা নেই তাইনা আপা।??,Celebrity,dishonour
আপনার ফিটনেস টা সব সময় এইভাবে রাখবেন আপনাকে ভাল লাগে সিলিম হইলেই সুন্দর হয় না ,Celebrity,positive
"আরে ভাই ওরে কেউ ১০"" দিয়ে আগুন নিভাও",Celebrity,Sexual
না সহিলে যোগাযোগ করার অনুরোধ রইলো,Celebrity,dishonour
"দেবি তুমি,সুন্দর পূর্নিমা তুমি",Celebrity,positive
আপনি যে লেসবিয়ান সেটা এভাবে পাবলিকলি না বললেও পারতেন,Celebrity,Sexual
সত্যি আপনাকে অনেক ভালো লাগে,Celebrity,positive
"বাংলার নারী, আর শাড়ি, দুটোই অসাধারণ",Celebrity,positive
নাভি নাই? খেয়ে দিছে কে,Celebrity,dishonour
উনাকে যে এত্ত ভাল্লাগে,Political,positive
"তুমি সেইইই,মায়াবি চেহারা তোমার",Celebrity,positive
খাসা থুক্কু মাল ,Celebrity,Sexual
ব্রা তুমি বড়ই মহান ঝুলে পরা দুধ গুলোকে দিয়েছো ক্রাশ খাওয়ার সম্মান,Celebrity,Sexual
দু দু গুলা শুখাইয়া গেছে,Celebrity,Sexual
দিন দিন আগুন জ্বালিয়ে দিচ্ছে ,Celebrity,dishonour
ভাবনা আপার এ টু জেড সবকিছুই সুন্দর,Celebrity,positive
আপনি অনেক রোগা হয়ে গেছেন! !,Celebrity,positive
আহ্ কি মসৃন তলপেট,Celebrity,Sexual
কালো ফোটা দিয়ে দিতা যাতে করো নজর না পড়তো আমি ছাড়া।,Celebrity,positive
মায়াবিনী চোখ তোমার। মাশাল্লাহ,Celebrity,positive
শীতের কুয়াশামাখা ভোরে ঘুম থেকে উঠে এসে তোমার সাথে কফি হাউজে দেখা করতে চেয়েছিলাম ! কিন্তু আমি পারিনি আমি এখানে ব্যর্থ !!! ,Celebrity,positive
"শাড়িতে নারী, নারী তো না, মনে হয় দেখলাম পরী,মাইন্ড বুলুয়িং অনেক সুন্দর লাগছে",Celebrity,positive
"""সৃষ্টি থেকে শেষ অবধীর কেন্দ্রে রয়েছে নারীহাজার রূপ একটি নারীর, যেন রহস্যের ভান্ডারী,কখনো মা, বোন, নানী বা প্রিয়তমা স্ত্রীতাদের জন্যই সুন্দর ধরনী, স্রষ্টার করিগরী""।",Religious,positive
এই শাড়িতে তোমাকে খুব সুন্দর লাগছে ,Celebrity,positive
এক চিলতে রোদের হাসি তোমায় দিলাম,Celebrity,positive
অসাধারণ একটি ছবি,Celebrity,positive
"কিউটের ডিব্বা,,",Celebrity,positive
নেশা লাগিলোরে তোর রুপে,Celebrity,dishonour
ভালোবাসা অনেক গুলা প্রিয় নেত্রী,Political,positive
"আর কত একলা থাকবা, এবার বাচ্চাকাচ্চা নেও !",Celebrity,dishonour
তুমি একখান জিনিস,Celebrity,dishonour
দুষ্ট চাহনি,Celebrity,dishonour
নীল দেওয়া শাড়িতে মানিয়ে ভিষন,Celebrity,positive
তুমি আমার ড্রিম,Celebrity,positive
শাড়িতে তোমাকে দারুণ মানায়,Celebrity,positive
তোমাকে নিয়ে আমি সারাদিন ভাবতে চাই,Celebrity,positive
আগের থেকেও ভালো লাগছে,Celebrity,positive
আসলেই শাড়ীতে নারী,Political,positive
খুব সুন্দর লাগছে,Celebrity,positive
"যৌন বিকারগ্রস্থ হতাশ পুরুষ সমাজের উজ্জ্বল প্রতিচ্ছবি কমেন্ট বক্স গুলোতে। তরা এতো যৌন প্রতিবন্ধী কেন রে ভাই? (বিঃ দ্রঃ যৌন প্রতিবন্ধী ভাইয়েরা আসেন, ধীরে ধীরে, লাইন মেন্টেইন করে,, এসে গালি দেন, এর থেকে ভালো কিছু আশা করি না তো)",Celebrity,dishonour
"এইসব বাজে ছবি কেন দেন? বাংলাদেশের লোকে আপনাকে খারাপ ভাবে। এটা কি বুঝেন না?? আপনি ভালো পরদাশীল ছবি দিয়েও, ভালো ভালো লিখা দিয়েও অডিয়েন্স পাবেন। এইসব ছবি দেওয়ার দরকার নাই। এই দেশের নিজের একটা কালচার আছে। পশ্চিমা কালচার কে রিপ্রেজেন্টের দরকার নাই। কমেন্ট গুলা পড়ে আমারতো ভালো লাগে নাই। আপনার কিভাবে ভালো লাগে? দোয়া করি, আল্লাহ আপনাকে হেদায়েত করুন।",Celebrity,dishonour
আগে সব সময়ই দেখতাম সঙ্গে একটা বুইড়া জামাই থাকতো ইদানীং তাকে এখন দেখা যাচ্ছে না কেনো? বেচারা কিন্তু দুর্বল হলে ও সব জায়গার নিত্য সঙ্গী ছিলো।,Political,dishonour
উফ দেইখা দাঁড়াইয়া গেল শরীরের পশম।,Celebrity,Sexual
বগলের নিচে কালো দাগ আরও পরিষ্কার করতে হবে ভাবনা,Celebrity,dishonour
"হমম,,এই পজিশনে খেলে মজা হবে",Celebrity,Sexual
ইস বোগল এর মাইরে বাপ,Celebrity,dishonour
ভোদার সাইজ নষ্ট হয়ে গেছে,Celebrity,Sexual
লাগানের সময় এই সব গুলা স্টাইলা আমি ব্যবহার করে থাকি,Celebrity,Sexual
বেবি টা দিন দিন মাল হচ্ছে ,Celebrity,dishonour
আহ~~~~ আর কতো যে ঢং করবে তাও মার্কেট পাচ্ছে না,Celebrity,dishonour
মালাইকার মতো হইতে পারবা না,Celebrity,dishonour
ইস জিবে জল,Celebrity,dishonour
চমৎকার খুব সুন্দর,Political,positive
আমার এলাকায় আইসা গেলা দেখা পাইলাম না অনেক দিন হয়ে গেলো আবার একলা এসে ঘুরে যাও না,Political,positive
"দুধ আর পেট এক হইয়া গেছে কাম হইব না , ছিলিকোন করান তাইলে যদি একটু জাতে আসতে পারেন , এখন অনিমেষ রে দেখা জায় না তার খবর নাই , আগে তার সাতে লিবিং এ থাকতেন এখন কী একা",Celebrity,dishonour
তুই ও কি বিকিনি পড়া শুরু করছত তরে ত ভাবছিলাম অনেক ভালো,Celebrity,dishonour
বাল ছিরছে,Celebrity,dishonour
যত কিছুই করো বাঙালির বোগল তলা সাদা হবে না,Celebrity,dishonour
হাফ পেন্ট টা সুন্দর,Celebrity,dishonour
"মার্কেট ডাউন মনে হয়,,অশ্লীলতা করে নজরে আসার ধান্দা",Celebrity,dishonour
এই শীতে আমার টাওয়ারটা খুজে পাচ্ছিলাম নাহ তোমাকে দেখা মাত্রই পেয়ে গেছি,Celebrity,dishonour
ফকাস অন দুদ,Celebrity,Sexual
অনেক তো সাইজ দেখাইছেন এখন পাবলিক অন্য কিছু দেখতে চায়...,Celebrity,dishonour
এ ছ্যামরি তুই এত খারাপ কেন করে আপু,Celebrity,dishonour
আকর্ষণ হীন একটা শরীর।,Celebrity,dishonour
"কি জিনিস দেখাও এসব,,বুর্জ খলিপা তো দঁড়িয়ে যায়",Celebrity,dishonour
বেস্ট দেখাইলেই সু অভিনেত্রী হওয়া যায়না,Celebrity,dishonour
এই ভাবে দেখালে কার না টিপতে মন চায় বলেন তো,Celebrity,Sexual
বাপ মা জন্ম দিয়েই বলসে যা বেটি শরীর বেচে টাকা ইনকাম কর!,Celebrity,dishonour
এগুলি দুঃখজনক ঘটনা,Celebrity,dishonour
তোমার বুকের সাইজ টা দেখা যায়,Celebrity,Sexual
পাহাড় ডিঙিয়ে আছে,Celebrity,dishonour
"একের কো,সো সুইট",Celebrity,positive
খেলা দুলার ভিডিও গুলা দিলে আরো ভালো লাগতো,Celebrity,dishonour
সেই ছোট বেলা থেকে ভাল লাগে আপনাকে,Celebrity,positive
"যৌব‌নের জৌলুস, অসাধারন লুক",Celebrity,positive
আমি যখন তোমাকে প্রথমবার দেখলাম তখন আমি আমার চোখে তোমার দিক থেকে সরাতে পারিনি। কারণ একটাই যে তুমি খুব সুন্দর।আত্নবিশ্বাস হলো কোনো নারীর জন্য সবচেয়ে সুন্দর পোশাক।,Celebrity,positive
পমপম কুইন,Celebrity,positive
নাইচ দুদু,Celebrity,Sexual
প্রিয় পরিচিত বুবস,Celebrity,dishonour
"যাহান্নামের মেহমান,,,এদের দারাই জাহান্নাম পরিপূর্ন হবে,,",Religous,dishonour
গজব নাজিল হবে,Religous,dishonour
গজব পরুক তোর উপর,Religous,dishonour
সস্তা লাইসেন্স ধারী শরীর বিক্রিকারিনি।,Celebrity,dishonour
 এই দুইটা বেইচা সদায় কিনো,Celebrity,dishonour
নষ্টামিরো একটা সিমা থাকে ,Celebrity,dishonour
দেখতে হেবি লাগছে।,Celebrity,positive
দারুন ক্লিভেজ,Celebrity,dishonour
বাণিজ্য কেমন চলছে?,Celebrity,dishonour
"দেশের পোলাপানের কমেন্টের সোদনে, ওনি ব্রা-প্যান্টি পরে ছবি দিতে পারেনা।",Celebrity,dishonour
কিরে পতিতা মাগি,Celebrity,Sexual
শরীর দেখিয়ে সেলিব্রিটি এসব ঠিন নয়,Celebrity,dishonour
কাস্ট করলে কি হবে সেই ছবি আর কেউ দেখবে না,Celebrity,dishonour
তোমার ওই অমৃতের সাগরে এক ফোটা চুমুক দিতে চাই,Celebrity,Sexual
আমাদের পর্ণ স্টার,Celebrity,dishonour
এ রুকুম জামবুরা খাওয়ার আমার অনেক সখ,Celebrity,dishonour
"ওরে শুভ নিচে তাকাও, দেখ কি সুন্দর দুধ",Celebrity,dishonour
এই ব্লাক ডায়মন্ড মহিলাকে দেখলে লুচ্চা মহিলা মনে হয়।,Celebrity,dishonour
"নাইচ দুদু আপু,অপূর্ব!",Celebrity,Sexual
খাইয়া দিলা পোলাডারে,Celebrity,dishonour
২ লিটার দেয়া যাবে নাকি,Celebrity,dishonour
ভাবনা তুমি আছো বলেই আমার শরীর এতো গরম থাকে,Celebrity,dishonour
এটাতো একটা জোকার এর লগে পিক তুলছো কেনো ,Celebrity,dishonour
বস্তির মেয়ে,Celebrity,dishonour
"প্রটেকশন কই,,,,,, মানে মাস্ক",Celebrity,dishonour
দুধের ভাজ সেই লাগে,Celebrity,Sexual
অভিনয় জানেন না শুধু শরীর দেখায় আর কিছু পারে না তো এটাই ভালো পারে। বস্তি বেটি।,Celebrity,dishonour
নষ্টা মহিলা কোথাকার।,Celebrity,dishonour
শুভ তোমার ঐদিকে তাকিয়ে ছিলো,Celebrity,dishonour
ছি আস্তাগফিরুল্লাহ,Religous,dishonour
দুধল গাই,Celebrity,dishonour
"হাত কালা মুখ সাধা,তুমি আমার হেডা",Celebrity,dishonour
"মাথা লস্টো,নষ্টা মাগী",Celebrity,Sexual
প্রতিদিন দুই কেজি করে দূধ লাগবে দেওয়া যাবে,Celebrity,dishonour
এ ব্যেডা নিচে তাকাইস না কইলাম ,Celebrity,dishonour
বাংলাদেশের উৎপাদিত বড় বড় জাম্বুরা,Celebrity,dishonour
বেশি লুস হবার কারন কি?,Celebrity,dishonour
আমি তো শুধু বড়ো বড়ো কিছু দেখছি,Celebrity,dishonour
আহ!  দারুন ক্লিভেজ উমমমাহ,Celebrity,Sexual
শুভ ভাইরে ইকটু খাওয়া দেও,Celebrity,Sexual
পোষাক এর স্বাধীনতা একেই বলে ভাই,Celebrity,dishonour
রুমে নিয়ে যাও,Celebrity,Sexual
চলবা আফরিকান-আমেরিকানদের মতো আর কিছু বিচার চাইবে সৌদি আরব মতো তা হবে না,Celebrity,dishonour
খেলাধুলা ভালই হচ্ছে মনে হয়,Celebrity,dishonour
কাপড় টুপু একটু নিচে নামালেই হয় এভাবে রাখার কোন মানে হয় সবাইকে আশা দিয়ে রাখ যে যে বেশি দিবে রেট তাকেই দিবে,Celebrity,dishonour
"শুধু অন্য দেশের নাইকারা ছোট কাপর পরে আমরাকি পারিনা,তাই সে দেখিয়ে দিল",Celebrity,dishonour
খুলা জিনিস মানুষ খায় না।,Celebrity,dishonour
চোদনামে মজা আয়েগা বহত মজা আয়েগা,Celebrity,Sexual
মাল মাল লাগের,Celebrity,Sexual
ওরে চটাই,Celebrity,dishonour
দিন দিন মাগী গুলো নেংটা হয়ে যাচ্ছে,Celebrity,Sexual
এই গাছ টা অল্প দিনে মরে যাবে কারন নিস্পাপ জিনিস গুলো পাপিদের সহ্য করতে পারে না,Celebrity,dishonour
আল্লাহ তুমি এসব নগ্ন নর-নারীরা বিচার পৃথিবীতে করে দাও তাদের বাবা মাকেও,Religous,dishonour
মানুষটা এত সুন্দর কেনো,Religous,positive
উম্মা বেবী ,Celebrity,Sexual
আর নিতে পারতেছি না ,Celebrity,dishonour
সোনাগাছির প তিতা,Celebrity,dishonour
জিনিস এক খান,Celebrity,dishonour
তুমারে নিয়া আর পারতাছি না!!!কবে এমন পোস্ট বাদ দিবা!!!!,Celebrity,dishonour
"আপনারা বাংলাদেশে পর্ণ সিনেমা বানালে পোলাপান বাহিরের চ্যানেলগুলো দেখবে না আশা করি, এতে করে বাংলাদেশের বিশাল অর্থনৈতিক মুক্তি আসবে।।",Celebrity,dishonour
বগলে গন্ধ নাই আমরা বুঝতে পারছি,Celebrity,dishonour
"সাবাস ভাবনা তুমিই বাংলাদেশ। কে কি বললো তাতে কিছুই আসে যায় না, তুমি সাহসী নারী তুমিই পারবে।",Celebrity,positive
দিয়ে শরীলটা কমিয়ে দিছে রে মজা আর মজা,Celebrity,Sexual
আগের চেয়ে অনেক ঝুলে গেছে ,Celebrity,dishonour
বাংলাদেশি খাংকি,Celebrity,Sexual
"অপ্সরা তুমি ,অনন্যা তুমি ,তুমি অপরূপাতোমারই প্রেমেতে ডুবে যেতে আজি অদক্ষ হাতে বারবার ছুঁয়ে আর দুচোখ ভরে দেখে তোমার পদ্মনাভী ,হারিয়ে যেতে চাই, অন্য এক আবেশে প্রেমিক হয়ে।তোমার শরীরের গন্ধে মাতাল, ভরাট নিতম্বে দিশেহারা ; আরউন্নত বক্ষে ডুবে যেতে চাইপ্রেমিক হয়ে।প্রচণ্ড উত্তেজনায় ফেঁটে পড়েচরম সুখে ছটফটিয়ে ,সঙ্গমের পরম তৃপ্তিতেঅজানা এক সাগর পাড়ি দিতে চাই শুধুই প্রেমিক হয়ে।",Celebrity,positive
"নারী তুমি একজন কেশুনাও ভালোবাসার কবিতা,অন্যজন কে শুনাও প্রেমের গান।কিভাবে পারও তুমি-একসাথে দুই দেবতার পূজা করতে,নারী তোমার কয়টা মন-??নারী আমি তোমায় যতই দেখছিততই মুগ্ধ হচ্ছি,যতই জানছি ততই;বিস্মৃত ও আশ্চর্য হয়ে যাচ্ছি-কখনও তুমি দিনের আলোর মত পরিস্কার,কখনও তুমি অম্যাবসার রাতের মত অন্ধকর।নারী তুমি বন্ধুত্ব চাওকিন্তু ভালোবাসা চাও না-আবার ভালোবাসা চাওকিন্তু বন্ধুত্ব চাও না।আমি যখন নতজানু হয়ে বসি,নিজেকে উজারকরে দিবার জন্য,নারী তুমি মুখ ঢেকে দাও ঘোমটা দিয়ে-যেন মনে হয়; আমার বেহায়া নৌকা ডুবেছে,তোমার ঐ লাজ নদীতে।বল তুমি; আমি নাকি অসভ্য পুরুষ।নারী তুমি সুখ চাওকিন্তু কষ্ট্ পেতে চাও না-স্পর্শ চাও কিন্তু ভালোবাসা চাও না।আবার বল তুমি; আমি নাকি তোমায় বুঝিনা-প্রশ্ন আমার একটাই ,নারী; তুমি কি তোমায় বুঝো-?তুমি কি চাও-???",Political,positive
"শুধু অন্য দেশের নাইকারা ছোট কাপর পরে আমরাকি পারিনা,তাই সে দেখিয়ে দিল",Celebrity,dishonour
জি তাই বাবু দূদু খাবে,Celebrity,dishonour
মসজিদের সামনে গিয়া হটনেস দেহা। সামনের পোস্টে পবিত্র জায়গা বাদ দিয়েন,Religious,dishonour
এগুলা বড় করার জন্য লোক রাখা আছে মনে হয়,Celebrity,dishonour
আসলেই কি এত বড়?? মানে পেছনে ওই লেগপিচটা,Celebrity,dishonour
দুধের কি সাইজ,Celebrity,Sexual
দুদু খাবো,Celebrity,Sexual
চমৎকার দুধ,Celebrity,Sexual
বাবারে কি বড় ডাব,Celebrity,dishonour
তোমার টিটসগুলা টিপতে টিপতে লাগাতে পারলে ভালো লাগতো!,Celebrity,Sexual
কার টা বেশি বড় ?? তোমার টা না সানায় এর টা ?????,Celebrity,Sexual
এতো বড় কিভাবে হইলো।,Celebrity,dishonour
অস্ট্রেলিয়ান গাভীর ওলান,Celebrity,dishonour
আহ্ ফিগার,Celebrity,dishonour
অন্তরারে দুধ দুয়ে পায়েস রানমু।,Celebrity,Sexual
"সৃষ্টি থেকে শেষ অবধীর কেন্দ্রে রয়েছে নারী,হাজার রূপ একটি নারীর, যেন রহস্যের ভান্ডারী,কখনো মা, বোন, নানী বা প্রিয়তমা স্ত্রী,তাদের জন্যই সুন্দর ধরনী, স্রষ্টার করিগরী""। অসাধারণ",Religious,positive
আপনাকে বুড়ী বুড়ী লাগে,Celebrity,dishonour
তোমার ফিটনেসের জন্য পাগল,Celebrity,Sexual
আপনি বডিতে ভাইরাল,Celebrity,positive
এই পাহাড় কোথায় থেকে আসলো এতদিন পরে???,Celebrity,dishonour
এরে অন্তরা আমগো মাথা আর নস্ট করিস না,Celebrity,dishonour
দিন দিন অনেক বড়ো হয়ে যাচ্ছে,Celebrity,dishonour
"নাউজুবিল্লাহ, আল্লাহ এর বিচার একদিন করবেই",Religious,positive
এমন নাভি লাখে একজনের হয়। লাকি গার্ল,Celebrity,Sexual
"তোমার নাভি পাশে থেকে লম্বা, এমন কেন?",Celebrity,positive
তোমার নাবি টা কিন্ত সেই আপু,Celebrity,positive
"তোমার নাভির কথা আর বারবার কি বলবো, তুমি যা শুরু করছো",Celebrity,dishonour
" অশ্লীলতার একটা সিমা থাকা দরকার,,,,",Celebrity,dishonour
তোরে ভাড়া করমু শুধু নাভির লাইগা হইলেও,Celebrity,dishonour
আপনার জামা ছাড়া পুরা শরীর দেখান আসল টা,Celebrity,dishonour
উফফফফ এতো গভীর,Celebrity,dishonour
তুমার নাভি দেখে আমার মিশি ইস্টার হয়ে গেল কি করব বলো,Celebrity,Sexual
